epoch,iter,loss,ts
0,0,0.1771366447210312,2019-02-17 00:33:07
0,1,0.17646779119968414,2019-02-17 00:33:07
0,2,0.17579609155654907,2019-02-17 00:33:07
0,3,0.1751241385936737,2019-02-17 00:33:07
0,4,0.17445291578769684,2019-02-17 00:33:07
0,5,0.1737828552722931,2019-02-17 00:33:07
0,6,0.17311418056488037,2019-02-17 00:33:07
0,7,0.17244713008403778,2019-02-17 00:33:07
0,8,0.1717817634344101,2019-02-17 00:33:07
0,9,0.17111825942993164,2019-02-17 00:33:07
0,10,0.170456662774086,2019-02-17 00:33:07
0,11,0.16979700326919556,2019-02-17 00:33:07
0,12,0.16913937032222748,2019-02-17 00:33:07
0,13,0.16848382353782654,2019-02-17 00:33:07
0,14,0.16783039271831512,2019-02-17 00:33:07
0,15,0.16717909276485443,2019-02-17 00:33:07
0,16,0.16652998328208923,2019-02-17 00:33:07
0,17,0.16588309407234192,2019-02-17 00:33:07
0,18,0.1652384102344513,2019-02-17 00:33:07
0,19,0.16459596157073975,2019-02-17 00:33:07
0,20,0.16395580768585205,2019-02-17 00:33:07
0,21,0.16331793367862701,2019-02-17 00:33:07
0,22,0.16268235445022583,2019-02-17 00:33:07
0,23,0.16204911470413208,2019-02-17 00:33:07
0,24,0.16141819953918457,2019-02-17 00:33:07
0,25,0.1607896089553833,2019-02-17 00:33:07
0,26,0.16016337275505066,2019-02-17 00:33:07
0,27,0.15953944623470306,2019-02-17 00:33:07
0,28,0.15891790390014648,2019-02-17 00:33:07
0,29,0.15829871594905853,2019-02-17 00:33:07
0,30,0.1576818972826004,2019-02-17 00:33:07
0,31,0.1570674329996109,2019-02-17 00:33:07
0,32,0.15645533800125122,2019-02-17 00:33:07
0,33,0.15584561228752136,2019-02-17 00:33:07
0,34,0.15523824095726013,2019-02-17 00:33:07
0,35,0.15463322401046753,2019-02-17 00:33:07
0,36,0.15403059124946594,2019-02-17 00:33:07
0,37,0.1534302979707718,2019-02-17 00:33:07
0,38,0.15283238887786865,2019-02-17 00:33:07
0,39,0.15223678946495056,2019-02-17 00:33:07
0,40,0.1516435593366623,2019-02-17 00:33:07
0,41,0.15105266869068146,2019-02-17 00:33:07
0,42,0.15046410262584686,2019-02-17 00:33:07
0,43,0.1498778611421585,2019-02-17 00:33:07
0,44,0.1492939591407776,2019-02-17 00:33:07
0,45,0.1487123668193817,2019-02-17 00:33:07
0,46,0.1481330692768097,2019-02-17 00:33:07
0,47,0.1475560963153839,2019-02-17 00:33:07
0,48,0.1469814032316208,2019-02-17 00:33:07
0,49,0.14640899002552032,2019-02-17 00:33:07
0,50,0.14583885669708252,2019-02-17 00:33:07
0,51,0.14527101814746857,2019-02-17 00:33:07
0,52,0.1447053998708725,2019-02-17 00:33:07
0,53,0.1441420614719391,2019-02-17 00:33:07
0,54,0.14358092844486237,2019-02-17 00:33:07
0,55,0.1430220752954483,2019-02-17 00:33:07
0,56,0.14246541261672974,2019-02-17 00:33:07
0,57,0.14191097021102905,2019-02-17 00:33:07
0,58,0.14135874807834625,2019-02-17 00:33:07
0,59,0.14080870151519775,2019-02-17 00:33:07
0,60,0.14026084542274475,2019-02-17 00:33:07
0,61,0.13971517980098724,2019-02-17 00:33:07
0,62,0.13917167484760284,2019-02-17 00:33:07
0,63,0.13863033056259155,2019-02-17 00:33:07
0,64,0.13809113204479218,2019-02-17 00:33:07
0,65,0.13755406439304352,2019-02-17 00:33:07
0,66,0.13701914250850677,2019-02-17 00:33:07
0,67,0.13648632168769836,2019-02-17 00:33:07
0,68,0.13595561683177948,2019-02-17 00:33:07
0,69,0.13542701303958893,2019-02-17 00:33:07
0,70,0.1349005103111267,2019-02-17 00:33:07
0,71,0.13437606394290924,2019-02-17 00:33:07
0,72,0.1338537186384201,2019-02-17 00:33:07
0,73,0.13333341479301453,2019-02-17 00:33:07
0,74,0.1328151822090149,2019-02-17 00:33:07
0,75,0.13229897618293762,2019-02-17 00:33:07
0,76,0.1317848116159439,2019-02-17 00:33:07
0,77,0.13127267360687256,2019-02-17 00:33:07
0,78,0.13076254725456238,2019-02-17 00:33:07
0,79,0.13025441765785217,2019-02-17 00:33:07
0,80,0.12974829971790314,2019-02-17 00:33:07
0,81,0.12924416363239288,2019-02-17 00:33:07
0,82,0.1287420094013214,2019-02-17 00:33:07
0,83,0.12824180722236633,2019-02-17 00:33:07
0,84,0.12774360179901123,2019-02-17 00:33:07
0,85,0.12724733352661133,2019-02-17 00:33:07
0,86,0.12675300240516663,2019-02-17 00:33:07
0,87,0.12626059353351593,2019-02-17 00:33:07
0,88,0.12577012181282043,2019-02-17 00:33:07
0,89,0.12528155744075775,2019-02-17 00:33:07
0,90,0.12479491531848907,2019-02-17 00:33:07
0,91,0.12431015819311142,2019-02-17 00:33:07
0,92,0.12382730841636658,2019-02-17 00:33:07
0,93,0.12334634363651276,2019-02-17 00:33:07
0,94,0.12286722660064697,2019-02-17 00:33:07
0,95,0.12238999456167221,2019-02-17 00:33:07
0,96,0.12191461026668549,2019-02-17 00:33:07
0,97,0.1214410811662674,2019-02-17 00:33:07
0,98,0.12096938490867615,2019-02-17 00:33:07
0,99,0.12049951404333115,2019-02-17 00:33:07
0,100,0.12003147602081299,2019-02-17 00:33:07
0,101,0.11956527084112167,2019-02-17 00:33:07
0,102,0.11910085380077362,2019-02-17 00:33:07
0,103,0.11863823235034943,2019-02-17 00:33:07
0,104,0.11817740648984909,2019-02-17 00:33:07
0,105,0.11771836131811142,2019-02-17 00:33:07
0,106,0.11726111173629761,2019-02-17 00:33:07
0,107,0.11680561304092407,2019-02-17 00:33:07
0,108,0.11635187268257141,2019-02-17 00:33:07
